-0.75702935,-1.1871272,0.37848938,8.106359,4.3660254,3.6014931,4.559673,-3.1583006,-1.3110291,-0.14277485,2.489463,5.4665294,1.6213601,-3.539417,5.0925527,-1.5677212,1.0415647,9.145532,6.819518,4.071944,3.8807645,1.9535115,6.4563413,9.625008,0.98513526,2.4143486,0.3075262,-2.7791324,1.066893,9.241467,7.2333193,-1.130343,0.117196016,4.575374,1.2389101,-0.8394752,2.7633588,7.5141106,4.221257,2.2139409
0.5873954,0.5492501,1.3292927,8.808985,5.8214517,-1.4927742,3.2059557,-1.6909254,1.7069372,1.9127148,3.98316,4.901553,-2.8350172,-1.4169903,4.8701,4.430966,3.8134804,10.35744,3.2832851,-2.9914072,3.515169,7.9484587,7.9349313,0.18328562,-2.6635625,4.4132533,1.7589504,-1.4393045,-0.6733908,9.125645,-0.052041512,-5.302802,-0.2838397,5.8641415,1.6574751,0.19608818,3.396029,9.093814,0.0038342583,-0.90083706
2.9582288,2.3522189,4.4860425,8.4274435,-2.2517273,-1.6556417,4.468464,3.753647,2.7820187,4.445433,4.482551,-0.3701204,-3.2339263,-0.93811864,3.6583893,10.401762,5.3875256,-1.5483608,-4.1864977,-0.4234534,0.88652694,9.982251,-2.426489,-3.8389444,-2.11141,3.0335848,3.0436451,-1.81924,-0.97593504,8.937967,-1.2606962,0.48092,-1.8854825,4.403752,5.018815,1.1087921,4.6711464,6.7781525,-3.0956037,3.1414926
8.165495,4.558502,4.090884,0.8021336,-5.157668,-0.05207806,4.9759426,7.3462424,3.3526237,3.2806191,1.2430707,-2.0248137,-0.04258527,-0.5768707,2.1903088,10.369131,-4.044145,1.4574535,-1.4165826,-0.3688563,0.7190944,9.322612,-0.39422563,3.9507105,0.32218164,2.9149415,3.635582,-2.4664853,-1.2631881,8.032275,3.4494095,-0.18861987,0.3969552,4.5874667,7.6608086,2.9335084,4.428528,2.8762,-1.9489208,3.7776704
10.755917,0.47662935,-1.0589476,0.550259,-2.7270896,-1.6377054,2.6476254,9.903519,0.8191386,1.3712646,1.1822035,-0.3987574,1.5704894,1.6192149,3.9083304,9.0298395,1.2872852,5.523412,1.6441046,0.8058613,2.649182,9.763851,3.5166478,1.2729582,2.3275685,3.7974453,1.6830093,-2.9905646,-1.8159437,6.159575,3.855753,-3.1200376,1.0797236,6.997247,8.733223,0.007916395,2.7203374,1.8457581,-0.16337757,3.1344528
8.176303,-3.2001393,3.6512814,2.3396347,-1.3814298,-0.06612976,1.6426176,10.167417,1.3136157,1.1340975,2.3099573,1.4396607,2.936697,5.0403104,8.109051,6.8173943,0.45526165,3.975715,2.4603074,1.9819446,5.4435034,8.954385,-1.982923,1.0331104,3.6137767,4.34591,-1.1933889,-1.1351923,-2.0805888,4.3412495,3.0995042,-4.1081376,-0.6247983,7.915674,4.8028374,-3.535852,4.8250546,5.228284,1.2493422,4.6378417
4.2154884,-1.028992,5.7304106,3.7545705,-2.2679343,1.5199728,4.549976,9.514012,-0.7361363,1.4876975,3.7891464,4.479288,6.244676,8.792847,3.2554722,-3.0844073,0.15820082,4.584894,6.267485,4.64393,5.8767085,0.6857568,-4.078183,1.7496186,6.9846983,0.98721844,-2.0378547,1.8228098,0.4341667,4.4649887,1.416946,-4.476375,-2.5874152,5.5300827,3.0753052,-3.2571948,2.758565,9.876892,3.6685443,4.226864
3.6521468,3.441471,5.79861,0.7038404,-2.4581976,0.8515301,7.7906613,4.1772656,-4.1861167,2.6042752,9.224277,8.980471,2.3102846,-1.5132189,-2.9858265,-0.464495,-0.46327502,4.590742,10.147399,1.0104967,-0.34225821,-1.3474907,-1.3740537,-1.1896797,7.2405853,0.807538,-0.51958364,2.5716584,4.074256,3.7099218,-1.9993781,-1.651777,-3.1949694,2.116994,3.9645386,-2.8658597,-0.3452781,11.020707,4.937011,-1.7181983
2.2096825,8.517252,0.09762643,-2.4073396,0.08579597,0.31311333,7.9855256,-1.4055051,-2.8848994,-3.2813892,9.276207,1.6337243,-6.3794146,3.973893,0.9677536,1.0127261,1.3025604,5.6150713,7.529835,-3.2825317,4.4442916,1.3344402,0.25555545,-0.12842587,7.0161924,2.7508287,-0.4105253,3.3478115,5.8283997,-0.46502817,-1.7462518,1.7190573,-0.9325144,1.5205734,4.520292,-3.0919154,-1.8578873,9.143344,1.7399839,-3.9415274
-1.8003938,8.450105,0.42465588,0.67882246,1.3399353,2.6548445,7.287916,-1.4032134,2.7596295,-0.8089315,8.674466,-0.85794526,-4.0300727,1.3679473,6.0220056,2.0472994,3.0940197,7.2164807,1.6158754,-2.0182984,5.8175225,4.8534546,-1.4486488,1.1736813,7.573797,2.1100056,-0.5755187,3.893412,5.1961737,-2.9397707,1.2067063,2.9751563,1.642241,2.7689319,3.4667656,-4.3819366,-2.66898,6.9949374,0.83456564,-3.2016845
